Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ali, A.A., Varacha, P., Krayem, S., Jasek, R., Zacek, P., Chramcov, B.","57194092370;24802510800;57193330774;9737162700;56820003800;36631924500;","Modeling of distributed file System in big data storage by event-B",2018,"MATEC Web of Conferences","210",,"04042","","",,1,"10.1051/matecconf/201821004042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055520984&doi=10.1051%2fmatecconf%2f201821004042&partnerID=40&md5=fc06d2fa8902e6aaf51aa09bdf9317e4",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85055520984
