Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Janku, P., Lorenc, L., Dulík, T.","57191158960;57196403772;25960789900;","Comparison of integrated and composed step-down converter in terms of EMC",2017,"MATEC Web of Conferences","125",,"02046","","",,,"10.1051/matecconf/201712502046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032874384&doi=10.1051%2fmatecconf%2f201712502046&partnerID=40&md5=fee12f417ed87ed5608d394169f6aa90",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85032874384
