Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mach, V., Adamek, M., Valouch, J., Barcova, K.","57195467884;55798748600;55495964100;6507698155;","Control and indicating equipment communicating via the peripheral component interconnect express bus",2020,"Bulletin of Electrical Engineering and Informatics","9","2",,"729","738",,1,"10.11591/eei.v9i2.1753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083049299&doi=10.11591%2feei.v9i2.1753&partnerID=40&md5=0f09d6fcd91f983df02e8357cab87d9c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85083049299
