Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lapkova, D., Kotek, L., Nevrkla, J., Jenckova, K.","55799011000;57205453973;57218386938;57218386942;","Decision Support - Tool for Customization of Security Measures for Cultural Events",2020,"Iberian Conference on Information Systems and Technologies, CISTI","2020-June",,"9140917","","",,,"10.23919/CISTI49556.2020.9140917","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089017297&doi=10.23919%2fCISTI49556.2020.9140917&partnerID=40&md5=c7b7fa5e85377535b0f125fc22c66ca6",Conference Paper,"Final","",Scopus,2-s2.0-85089017297
